start_station_id,lat,lng,bike_lane_length_500m,park_area_500m,university_count_1000m,office_poi_count_1000m,retail_poi_count_1000m,restaurant_cafe_count_500m,transit_stop_count_500m,distance_to_nearest_rail_station,distance_to_city_center
3433,51.524868,-0.099489,1817.9,67222.9,7,169,498,104,29,525.0,2758.7
3434,51.489479,-0.115156,4498.6,102280.5,0,34,139,33,20,657.6,2176.5
3435,51.496462,-0.183289,557.7,65168.4,4,85,428,64,29,217.9,4028.8
3436,51.501364,-0.191462,1849.2,105061.9,2,78,457,84,18,126.7,4457.1
3437,51.507069,-0.145904,762.4,240471.1,0,112,1328,153,30,211.4,1253.5
3439,51.52625,-0.123509,8393.4,117569.5,54,97,524,130,35,359.4,2116.9
3440,51.489932,-0.162727,1252.6,111198.4,2,38,720,51,29,539.9,3101.3
3441,51.504723,-0.192538,1585.2,186184.6,3,65,455,60,20,493.0,4490.5
3442,51.497387,-0.197245,3040.8,81290.1,1,62,417,62,27,481.8,4934.0
3444,51.491593,-0.192369,1547.9,75914.0,1,50,347,58,27,106.6,4802.7
3445,51.526377,-0.07813,4364.2,31586.9,7,125,668,200,36,430.6,4033.0
3446,51.501737,-0.18498,2353.2,365585.7,5,75,322,70,23,520.3,4007.4
3447,51.497924,-0.183834,747.7,78812.9,4,82,417,68,36,378.0,4019.1
3448,51.500693,-0.102091,5411.0,27387.4,8,56,304,73,32,411.3,1929.4
3449,51.515937,-0.111778,4753.4,79861.1,6,211,764,117,35,248.9,1459.6
3450,51.520253,-0.141327,4080.1,23381.3,46,214,1489,257,26,429.3,1708.4
3451,51.511897,-0.137043,2556.8,8821.3,5,212,2351,634,42,288.8,811.9
3452,51.509639,-0.13151,1721.8,33297.6,1,184,1957,619,60,211.9,357.6
3454,51.493583,-0.165101,883.4,63741.1,3,69,873,73,22,545.0,3004.5
3455,51.511726,-0.113855,5925.1,49584.9,7,146,826,126,29,90.9,1078.3
3456,51.514943,-0.116146,3467.9,61221.8,7,157,1038,204,44,363.9,1163.6
3457,51.495827,-0.135478,517.2,58305.6,1,114,338,126,36,389.2,1392.3
3458,51.506633,-0.131773,766.9,226600.9,1,148,1599,183,53,401.8,287.9
3459,51.491615,-0.186753,641.1,90761.4,1,65,378,82,29,384.5,4442.3
3460,51.489856,-0.141923,1948.2,64340.2,0,72,462,82,36,464.4,2182.1
3461,51.493184,-0.167894,1270.3,77778.8,4,64,814,88,31,362.2,3193.9
3462,51.490083,-0.162418,1298.4,107894.6,2,42,726,54,29,513.1,3074.1
3463,51.500401,-0.195455,2725.4,121025.7,1,72,453,86,22,232.6,4746.9
3464,51.512276,-0.157436,6398.3,479589.5,1,119,981,89,34,140.9,2121.4
3465,51.49395,-0.147624,849.2,29629.5,0,103,558,116,92,228.6,2029.7
3467,51.509786,-0.068161,5079.5,61571.0,2,78,440,47,17,412.7,4136.0
3468,51.526599,-0.112432,6428.0,84565.7,10,149,681,85,44,791.3,2385.0
3469,51.494645,-0.158105,385.1,69334.2,0,79,815,44,21,310.4,2532.2
3470,51.528915,-0.11548,5575.5,89424.3,9,80,608,62,39,617.2,2539.7
3471,51.530515,-0.106408,4955.9,71332.3,7,105,558,95,50,221.0,2966.0
3472,51.505459,-0.105692,5609.7,47920.6,7,84,316,108,43,178.0,1545.3
3473,51.499412,-0.152317,2805.2,218799.7,0,90,567,43,17,394.2,1915.4
3476,51.516814,-0.151926,792.6,33898.8,2,167,1369,230,29,359.9,1970.6
3477,51.514746,-0.165164,5836.1,296545.0,3,112,612,104,15,501.4,2711.7
3478,51.49234577,-0.141334487,358.3,68261.6,0,87,433,121,75,348.3,1918.3
3479,51.490945,-0.18119,564.2,101135.6,4,62,569,88,31,436.9,4123.9
3480,51.495805,-0.127575,4352.6,67309.6,1,102,264,41,38,622.3,1289.4
3481,51.491484,-0.09022,9345.4,82977.9,0,21,302,21,27,655.2,3146.3
3482,51.522008,-0.151359,2357.0,206286.0,5,153,880,125,28,374.1,2301.3
3483,51.51838,-0.073438,5600.5,40086.7,7,152,916,310,40,356.3,3955.1
3484,51.51362,-0.116764,4883.2,68392.0,7,146,1043,205,36,340.1,1030.4
3485,51.500889,-0.083159,2547.7,81285.0,3,40,266,85,44,464.6,3173.5
3486,51.489716,-0.170194,1578.7,81987.1,2,53,745,64,26,520.8,3532.5
3487,51.506584,-0.199004,1716.2,122157.3,2,70,600,58,26,325.3,4928.9
3488,51.508446,-0.131961,1445.3,89326.9,1,167,1849,467,60,235.8,310.6
3489,51.513684,-0.13558,2947.3,10351.7,17,233,2401,687,46,280.9,882.1
3490,51.515953,-0.169249,3448.9,93656.3,3,96,505,127,34,427.8,3021.9
3491,51.513489,-0.191351,1417.8,50170.8,2,67,591,125,34,246.1,4449.8
3492,51.466907,-0.216573,4001.5,139849.2,0,27,277,46,21,562.3,7619.4
3493,51.50923,-0.151289,3815.5,250955.8,0,105,1306,109,10,544.2,1638.3
3494,51.519181,-0.140485,4375.2,17794.8,47,217,1654,280,29,428.4,1576.9
3495,51.517344,-0.138072,2699.5,15781.9,46,228,2047,389,38,342.8,1314.5
3496,51.518268,-0.171103,2832.4,60669.9,3,98,488,106,49,249.9,3231.1
3497,51.518162,-0.135025,8648.4,23771.7,48,225,1809,351,24,274.9,1296.9
3498,51.496127,-0.106,7120.2,150239.6,4,47,240,27,49,401.3,1961.7
3499,51.499806,-0.176415,3719.6,301867.4,4,65,418,17,22,682.1,3469.2
3500,51.527025,-0.088542,6197.3,56046.8,9,135,421,105,32,168.3,3484.4
3501,51.523196,-0.083067,6156.9,63433.4,9,171,824,180,43,415.5,3559.0
3502,51.526293,-0.073955,4017.5,59496.1,3,115,636,152,30,340.0,4277.3
3504,51.513527,-0.13011,5415.2,19312.8,23,210,2130,762,43,261.7,699.8
3505,51.496481,-0.192404,1258.9,38350.8,1,77,419,73,22,425.3,4633.6
3506,51.506864,-0.150666,5143.2,366246.1,0,97,1090,91,26,525.8,1583.7
3507,51.519572,-0.13214,11247.5,52134.7,50,223,1565,236,26,191.6,1386.4
10621,51.51013,-0.155757,6635.4,619249.7,1,94,931,48,23,406.5,1958.5
10623,51.494591,-0.134234,234.0,71271.4,1,112,346,102,26,522.5,1492.3
10624,51.493146,-0.099828,8782.8,56371.8,4,31,226,58,49,126.2,2502.2
10625,51.522892,-0.171681,3347.2,65417.0,5,90,453,56,32,287.3,3491.1
10627,51.51217,-0.150481,164.3,65976.6,0,146,1594,170,31,214.4,1656.8
10628,51.488105,-0.110121,3925.7,92733.0,1,41,185,21,32,295.1,2470.0
10629,51.499169,-0.055846,12002.6,189624.0,0,15,165,20,30,326.3,5063.7
10630,51.51689296,-0.158249929,2155.0,51982.1,4,154,990,184,24,384.7,2356.8
10631,51.502319,-0.200742,2881.6,313366.8,0,64,433,38,7,633.6,5080.1
10632,51.501945,-0.194392,2631.3,97731.9,1,72,456,85,21,242.1,4648.8
22158,51.496468,-0.173796,820.1,97510.3,5,71,488,110,39,272.8,3407.9
22159,51.490491,-0.149186,1287.7,55495.4,0,76,551,49,57,503.2,2393.0
22160,51.485821,-0.149004,3736.1,193039.1,0,35,363,16,16,807.7,2812.8
22161,51.493072,-0.129925,2986.0,75281.6,1,100,298,41,32,575.0,1600.0
22163,51.504044,-0.104778,6738.0,43452.4,7,64,273,104,37,18.6,1636.5
22164,51.494561,-0.153933,498.2,67397.7,0,95,774,62,36,292.7,2304.4
22165,51.50623,-0.02296,4553.8,53101.0,1,48,255,102,36,181.1,7257.2
22166,51.51328,-0.047784,7812.2,140144.0,1,24,214,16,26,560.9,5576.0
22167,51.496137,-0.019355,3044.3,36745.1,1,40,142,21,18,342.2,7610.1
22169,51.524564,-0.116279,6115.3,120651.0,21,131,628,85,37,578.4,2068.4
22170,51.488852,-0.105593,2688.5,75604.0,2,27,243,24,24,66.1,2572.3
22171,51.51824,-0.11655,4532.3,93975.0,18,185,959,153,43,274.3,1434.9
22172,51.528828,-0.013258,9169.0,65529.8,1,21,90,10,18,471.7,8275.9
22173,51.531127,-0.048017,2039.2,337302.7,1,36,222,21,13,636.4,6118.4
22174,51.525645,-0.069543,4860.9,119408.2,1,93,666,77,12,433.1,4512.8
22175,51.511811,-0.025626,6813.8,121028.3,0,30,236,20,23,277.1,7088.0
22176,51.506946,-0.058681,3874.5,100423.0,1,34,256,14,28,335.0,4784.0
22177,51.513074,-0.064094,3305.4,73923.0,3,73,525,63,18,536.3,4453.7
22178,51.513757,-0.020467,6967.3,133828.6,0,23,245,18,24,469.4,7461.5
22179,51.499917,-0.174554,4428.6,322341.3,4,66,422,18,21,659.4,3341.3
22180,51.51397,-0.09294,9020.4,43223.5,7,167,583,172,60,265.6,2520.6
22181,51.53792,-0.130529,13003.3,44612.7,2,48,505,32,12,628.2,3398.9
22182,51.48902,-0.17524,929.2,107867.3,2,49,605,80,24,585.8,3868.0
22183,51.534474,-0.122203,13023.4,55913.2,6,44,433,131,62,238.1,3035.3
200001,51.485587,-0.18119,1196.7,57385.8,2,35,399,63,26,984.4,4420.8
200002,51.515975,-0.053177,3548.6,110894.2,2,28,374,15,24,495.7,5251.4
200003,51.52388,-0.065076,4260.7,148816.1,2,48,641,47,15,380.6,4711.3
200004,51.499041,-0.020157,3605.4,38552.1,1,49,191,53,26,292.8,7508.3
200005,51.519167,-0.147983,1856.1,35239.0,4,196,1425,182,13,505.0,1913.8
200006,51.533283,-0.028155,646.9,33485.1,0,26,205,33,23,752.5,7471.0
200007,51.46879,-0.15823,40.5,57840.9,0,22,292,26,13,980.5,4782.4
200008,51.516204,-0.155525,1887.9,48584.6,2,159,1155,232,34,361.6,2154.0
200009,51.489096,-0.009205,2200.6,259925.5,2,15,138,10,22,145.7,8458.1
200010,51.486892,-0.170983,1708.8,81175.7,3,46,609,47,26,810.8,3759.8
200011,51.519265,-0.021345,3641.1,124171.7,0,19,165,10,23,432.5,7483.9
200012,51.521889,-0.04667,6066.1,156230.5,1,28,249,25,30,21.0,5840.7
200013,51.516,-0.038775,3227.6,192457.8,1,23,178,21,22,348.7,6234.5
200014,51.535179,-0.03338,1605.3,423531.2,0,21,195,37,14,1094.9,7226.2
200015,51.511624,-0.205921,1251.9,147770.1,1,57,606,47,18,494.1,5426.8
200016,51.542138,-0.145393,8743.9,48568.4,0,61,562,135,37,353.8,4049.9
200017,51.511654,-0.179668,4005.5,397137.4,3,62,251,49,14,298.4,3620.6
200018,51.49109,-0.018716,1722.4,114718.8,0,22,63,2,23,268.4,7765.7
200019,51.529452,-0.027616,4071.6,40363.4,0,29,233,27,23,349.4,7352.9
200020,51.511088,-0.057159,6077.7,83596.2,2,40,330,16,30,27.9,4906.0
200021,51.504719,-0.063531,2606.7,54361.4,1,33,145,12,15,522.4,4458.1
200022,51.487129,-0.009001,2951.4,169111.9,2,17,169,12,14,147.8,8527.1
200023,51.468669,-0.146544,559.9,35925.3,0,12,178,20,18,581.5,4498.0
200024,51.53385,-0.06992,5903.8,163975.5,0,28,308,24,27,470.6,4968.6
200025,51.54119,-0.058826,5795.4,163889.2,1,37,306,59,28,74.6,6073.5
200026,51.539099,-0.141728,10291.5,34009.9,1,50,483,143,38,77.1,3654.1
200027,51.532513,-0.033085,960.2,115090.4,0,27,216,42,17,798.7,7123.5
200028,51.471079,-0.207842,2814.3,157617.6,0,15,236,38,24,316.2,6857.4
200029,51.476885,-0.215895,90.5,52039.9,0,7,108,10,14,1016.7,6979.4
200030,51.534137,-0.037366,1709.7,554703.2,0,19,192,31,16,1016.3,6927.4
200031,51.49447,-0.014409,2605.6,192474.7,1,29,82,18,22,159.4,7979.4
200032,51.483145,-0.113134,6422.8,189615.9,1,29,158,38,35,154.6,2881.8
200033,51.515256,-0.058641,3841.0,46421.6,2,53,436,49,32,446.4,4865.1
200034,51.504749,-0.057544,3200.8,76652.7,1,21,127,14,18,111.4,4871.4
200035,51.510101,-0.211358,1290.2,134824.4,1,42,725,17,12,521.7,5790.6
200036,51.517475,-0.075855,6241.8,23867.3,6,161,930,352,65,359.2,3765.2
200037,51.518369,-0.043371,4968.4,238080.7,1,30,207,18,29,437.5,5968.5
200038,51.520398,-0.026768,1126.8,298715.5,0,22,162,4,23,689.1,7139.2
200039,51.495656,-0.114605,6182.3,219580.7,4,50,212,35,40,406.5,1593.6
200040,51.468418,-0.199135,1469.4,198394.0,0,13,240,14,8,671.4,6571.5
200041,51.528224,-0.037471,7243.2,278587.9,1,35,251,32,37,426.1,6665.3
200042,51.528936,-0.055894,1412.0,121019.9,0,31,314,41,30,204.2,5521.7
200043,51.473036,-0.214749,922.0,244396.3,0,16,198,18,10,670.0,7130.3
200044,51.517428,-0.107987,8016.5,33253.2,8,218,599,150,49,275.0,1767.3
200045,51.508447,-0.055167,6121.1,92035.3,0,27,245,14,34,338.8,5028.2
200046,51.487679,-0.021582,972.1,16017.4,0,16,90,4,10,630.1,7672.9
200047,51.52568,-0.055312,478.3,152055.1,1,26,312,31,29,178.4,5412.0
200048,51.493978,-0.127554,3645.4,66114.4,1,101,282,31,36,761.1,1492.6
200049,51.505697,-0.070542,1389.6,36905.1,1,55,179,44,13,597.6,3967.4
200050,51.508981,-0.00699,6797.2,53727.8,0,20,216,21,36,116.8,8362.9
200051,51.526153,-0.102208,2125.2,75562.2,9,159,618,105,38,707.6,2735.7
200052,51.495947,-0.173689,780.8,96541.2,4,72,545,116,38,214.7,3422.1
200053,51.5338,-0.118677,7207.0,47568.0,6,48,495,99,48,339.6,3002.6
200054,51.493381,-0.007542,998.9,215180.4,1,18,48,9,13,552.3,8468.9
200056,51.488124,-0.120903,8197.1,83439.5,0,41,163,33,44,283.9,2195.9
200057,51.536654,-0.07023,4470.6,118420.4,0,29,259,11,27,433.2,5142.6
200058,51.531066,-0.11934,6625.8,51705.1,7,55,567,117,56,295.2,2695.9
200059,51.488108,-0.226606,8359.0,70851.6,0,32,176,30,18,507.6,7168.2
200060,51.487196,-0.179369,885.4,74986.8,2,48,507,70,20,871.0,4217.9
200061,51.506256,-0.218337,5431.3,91637.1,1,53,574,63,40,60.5,6267.4
200062,51.468819,-0.184318,3519.1,49666.4,0,13,169,12,23,705.8,5806.7
200063,51.45682,-0.202802,2586.1,12615.3,0,13,191,14,20,619.7,7655.5
200064,51.535678,-0.062546,2490.7,153504.9,1,27,240,53,35,546.0,5501.8
200065,51.509591,-0.204666,1794.4,139009.4,1,61,584,36,15,272.6,5325.3
200066,51.505772,-0.01646,1199.0,52939.5,1,49,270,106,30,89.2,7708.0
200067,51.506465,-0.208486,1995.8,182311.6,0,40,560,15,16,224.9,5585.2
200068,51.509943,-0.117619,6256.3,40999.1,8,128,855,205,43,254.8,759.2
200069,51.493631,-0.190603,1579.2,79692.4,1,73,390,58,28,320.9,4608.9
200070,51.539957,-0.145246,6018.3,62739.0,1,54,526,132,32,186.1,3816.1
200071,51.52959,-0.0801,4172.4,51618.4,1,103,455,127,37,380.5,4120.8
200072,51.514449,-0.077178,6546.7,18327.0,8,152,768,274,54,103.8,3589.9
200073,51.522561,-0.054883,3959.9,99588.1,1,28,358,22,31,358.6,5319.9
200074,51.51742,-0.123189,8163.0,77199.5,48,185,1326,308,46,219.4,1159.0
200076,51.498386,-0.107913,8732.7,152930.0,7,48,237,78,42,291.2,1702.8
200077,51.472876,-0.176267,5900.0,49122.3,1,16,159,27,15,524.9,5098.8
200078,51.513548,-0.005659,5101.0,65167.8,0,15,116,15,22,522.3,8480.3
200079,51.457529,-0.192165,3273.0,53503.4,0,16,233,46,37,469.0,7114.6
200080,51.500088,-0.211316,1112.9,63546.5,0,53,325,15,15,320.9,5837.4
200081,51.48357,-0.202038,1780.1,33845.4,1,17,306,54,26,608.5,5782.2
200082,51.51417,-0.052099,3991.0,87206.6,2,28,349,15,26,356.7,5292.6
200083,51.532091,-0.061419,2863.3,139005.5,0,29,310,46,26,277.8,5351.0
200084,51.486929,-0.102996,1893.7,103873.2,1,27,244,7,23,251.0,2851.3
200086,51.51244,-0.19096,1417.8,95855.8,2,66,578,125,32,179.7,4406.8
200088,51.507326,-0.145827,667.2,215306.3,0,112,1373,158,29,214.9,1247.7
200089,51.5112,-0.014438,2986.2,107762.6,0,31,260,25,42,104.0,7856.7
200090,51.508622,-0.065006,5421.5,72599.2,2,58,304,27,18,635.0,4348.0
200091,51.460864,-0.187427,8011.9,44268.7,0,24,270,20,24,58.3,6619.9
200092,51.490645,-0.014582,2967.5,262901.6,0,20,55,7,28,99.9,8055.6
200093,51.534776,-0.071881,5862.9,145752.6,0,20,243,25,28,440.5,4922.9
200094,51.514665,-0.104583,10519.7,39742.8,7,208,549,137,50,87.4,1798.4
200096,51.506613,-0.142844,1313.2,266784.0,1,131,1392,150,26,7.0,1044.9
200097,51.488144,-0.222456,4046.8,39893.1,0,31,166,35,28,450.2,6893.4
200098,51.481021,-0.209973,2813.2,42087.9,1,9,260,6,15,882.5,6400.5
200099,51.503083,-0.017676,1520.2,31674.6,1,50,225,133,32,80.9,7637.1
200101,51.50964,-0.08497,5634.3,13758.1,4,128,604,156,51,136.6,2974.6
200102,51.521564,-0.039264,8230.2,298805.0,1,30,198,32,36,517.4,6325.8
200105,51.541603,-0.138853,11350.1,74479.0,1,53,510,91,35,60.7,3879.3
200106,51.459225,-0.180884,3623.3,127877.5,0,19,271,15,20,547.3,6496.7
200108,51.5171,-0.18377,5276.4,78661.1,3,63,418,60,49,332.8,4020.6
200109,51.497304,-0.022793,3004.3,41989.0,1,45,180,25,15,546.5,7354.4
200110,51.51616,-0.18697,2287.5,81254.2,3,67,466,83,26,320.1,4209.0
200111,51.501391,-0.205991,2042.3,299234.8,0,55,367,14,13,502.7,5453.0
200112,51.542118,-0.028941,4497.4,600114.0,3,21,141,31,29,363.1,7853.7
200113,51.461083,-0.191722,7175.9,24609.1,0,18,245,26,29,241.6,6790.9
200114,51.474535,-0.17021,5280.7,38903.0,1,15,149,43,21,885.8,4687.9
200115,51.512871,-0.038986,7958.4,109016.3,0,12,97,22,16,4.1,6176.4
200116,51.489591,-0.209378,30.6,37826.7,0,32,263,31,14,268.6,5984.2
200118,51.537706,-0.144801,4834.3,120475.0,1,48,482,117,28,242.0,3569.3
200119,51.465064,-0.16375,1292.4,44194.3,0,33,395,68,45,475.2,5325.2
200120,51.464894,-0.173029,1663.0,46630.2,0,25,344,41,54,181.1,5669.8
200121,51.539083,-0.070329,2886.5,34863.2,0,23,204,17,24,367.6,5312.4
200122,51.541007,-0.14326,9408.2,51989.3,1,57,547,148,36,178.7,3887.0
200123,51.516196,-0.029138,4951.6,219229.4,0,20,148,7,24,775.4,6897.4
200124,51.51323,-0.211593,268.4,116304.4,2,46,729,24,17,430.9,5835.0
200125,51.468814,-0.210279,5267.9,173375.9,0,27,282,28,26,118.0,7142.9
200126,51.463489,-0.182126,7473.8,50738.2,0,22,226,11,26,510.1,6163.7
200127,51.509474,-0.002275,8530.0,100430.4,0,12,184,14,23,11.8,8690.4
200128,51.511246,-0.093051,9412.7,27351.4,6,147,550,136,53,167.0,2442.6
200129,51.536392,-0.112721,3130.4,98778.6,5,45,651,51,28,635.5,3388.4
200131,51.528692,-0.059091,2192.3,156720.5,0,28,348,44,29,341.5,5311.1
200132,51.49605,-0.104193,7338.4,145467.9,4,47,252,42,52,282.7,2064.7
200133,51.481747,-0.124642,2591.9,63598.9,0,27,173,37,29,391.7,2860.8
200134,51.528302,-0.144465,1262.2,382580.2,18,70,265,25,20,502.0,2594.5
200135,51.521905,-0.063386,4837.9,136758.7,2,53,704,26,27,330.6,4740.2
200136,51.514767,-0.225786,3733.0,106099.1,2,25,348,17,18,333.0,6830.3
200137,51.477839,-0.116493,2857.0,35353.4,1,22,174,37,27,527.8,3379.0
200138,51.502661,-0.021596,3927.2,42464.8,1,50,200,108,38,30.6,7369.5
200141,51.509158,-0.224103,4746.2,78716.6,2,47,559,67,26,108.3,6667.8
200142,51.493267,-0.21985,4113.2,101425.1,0,56,285,52,46,266.1,6562.6
200143,51.503143,-0.008428,4389.5,24673.7,2,33,274,46,17,540.4,8275.6
200144,51.508033,-0.106823,6461.1,56591.3,6,96,308,56,36,369.3,1453.5
200145,51.537349,-0.147154,4894.9,193974.8,1,47,465,88,23,387.0,3589.3
200146,51.508896,-0.012413,5385.7,76023.4,1,36,252,35,38,220.8,7987.4
200147,51.514115,-0.033828,5218.7,172754.5,0,21,132,9,23,387.8,6546.0
200148,51.520019,-0.05438,5212.9,52058.0,2,28,417,27,29,397.2,5270.8
200149,51.511542,-0.056667,5665.1,86457.3,2,40,340,16,31,33.1,4944.3
200150,51.521564,-0.022694,360.3,202272.0,0,22,140,9,22,383.0,7441.7
200151,51.531091,-0.075901,4530.8,47049.6,1,75,423,73,34,58.3,4453.6
200152,51.53558,-0.08249,3649.0,138675.4,2,35,195,27,27,589.0,4432.4
200153,51.496927,-0.2135,847.4,44636.3,0,58,302,31,17,283.8,6045.1
200154,51.503802,-0.215808,4296.7,71374.3,0,50,546,32,31,185.4,6104.3
200155,51.541515,-0.038557,11882.3,650405.8,0,11,149,4,14,695.3,7246.4
200156,51.527152,-0.058005,1795.8,184089.6,0,29,389,40,26,226.0,5305.4
200157,51.519362,-0.074431,4341.7,36003.6,6,173,898,300,43,433.0,3925.4
200158,51.534464,-0.076341,4668.0,37547.5,1,38,270,59,23,323.1,4661.8
200159,51.531864,-0.066035,6153.7,185438.4,0,38,398,31,15,597.8,5065.9
200160,51.51549,-0.013475,3603.8,91191.4,0,11,145,20,36,54.7,7962.6
200161,51.525941,-0.036017,11026.0,247084.7,1,38,244,30,43,191.3,6677.2
200162,51.514222,-0.055656,2829.3,64656.5,2,34,367,20,27,274.2,5050.0
200163,51.5034,-0.020242,3352.8,34605.9,1,50,214,128,38,102.0,7457.6
200165,51.528222,-0.069743,6208.9,120972.2,1,68,556,57,15,555.7,4636.6
200166,51.494499,-0.228188,7951.9,67873.2,0,57,310,59,45,221.5,7095.3
200167,51.530326,-0.042744,4550.6,374437.3,1,31,245,18,17,851.7,6413.6
200168,51.523538,-0.030556,9332.9,353030.5,1,27,172,26,40,282.9,6964.2
200169,51.467185,-0.152248,561.5,9425.8,0,16,178,37,23,984.7,4781.4
200170,51.462312,-0.211468,3612.5,53554.3,0,24,264,57,31,310.2,7661.6
200171,51.46904,-0.196274,1625.2,185859.9,0,13,224,17,16,765.8,6377.4
200172,51.507481,-0.205535,2262.0,197299.1,1,51,516,20,10,32.5,5380.0
200173,51.472918,-0.132102,1689.4,86078.6,0,12,178,22,15,549.5,3845.8
200174,51.530535,-0.025492,3244.2,33929.2,0,26,214,26,26,412.5,7531.8
200175,51.469259,-0.141812,648.4,45466.2,0,18,245,9,10,247.3,4350.6
200176,51.470538,-0.163041,2555.5,85833.2,0,22,295,25,17,852.9,4770.1
200177,51.457059,-0.200806,2091.9,36382.7,0,13,211,18,26,745.8,7542.7
200178,51.498865,-0.137424,3507.5,217649.6,1,122,376,96,31,201.9,1159.5
200179,51.472865,-0.148059,2365.5,31454.4,0,10,176,21,22,288.9,4088.3
200180,51.467064,-0.193502,2183.8,131707.8,0,15,211,9,12,770.7,6388.4
200181,51.500353,-0.217515,2797.6,44348.5,0,60,551,42,20,449.1,6258.8
200182,51.483732,-0.223852,3134.2,54769.3,0,8,72,16,10,938.7,7151.3
200183,51.479501,-0.14177,3894.4,25744.6,0,11,179,35,21,84.4,3249.5
200184,51.479463,-0.195777,2863.3,70424.9,1,16,401,52,29,186.6,5638.9
200185,51.462392,-0.168292,1338.2,34588.1,0,30,348,93,57,277.2,5736.5
200186,51.46193,-0.180791,6622.7,55931.9,0,22,280,16,32,529.5,6247.2
200187,51.459953,-0.190184,7060.8,36153.4,0,18,253,36,36,175.1,6818.8
200188,51.454752,-0.195197,3220.5,115918.3,0,16,223,32,32,842.9,7486.9
200189,51.484984,-0.167919,4545.1,70805.8,3,26,487,41,21,1069.7,3731.8
200190,51.477619,-0.149551,5583.3,312562.1,0,6,133,28,30,136.6,3637.8
200191,51.45787,-0.174691,1048.3,252573.9,0,23,313,11,26,788.3,6393.4
200192,51.469161,-0.174485,5398.7,70032.7,0,22,247,31,22,591.3,5341.1
200193,51.502153,-0.083632,2295.8,65588.5,3,49,279,102,50,320.7,3112.2
200194,51.470732,-0.126994,2735.0,72825.5,0,16,208,11,20,352.9,4077.7
200195,51.538792,-0.138535,12623.7,27712.5,1,47,510,105,42,297.5,3568.8
200196,51.470847,-0.170703,4514.4,78881.8,1,21,229,40,18,710.8,5034.3
200197,51.490217,-0.215087,914.4,43641.8,0,42,237,15,10,49.5,6337.1
200198,51.520331,-0.163667,4079.5,24736.9,6,114,786,105,49,212.3,2868.4
200199,51.470475,-0.15213,1599.3,21038.3,0,15,181,25,15,665.4,4438.0
200200,51.501732,-0.100292,7195.6,29429.2,9,52,304,91,30,406.0,2005.5
200201,51.476964,-0.174347,5940.7,20708.5,1,15,257,17,16,631.0,4673.2
200202,51.500703,-0.129698,4763.2,304184.8,2,113,336,36,37,339.0,756.2
200203,51.51601,-0.0985,7592.3,54193.8,7,231,634,161,48,137.3,2242.3
200204,51.460951,-0.200667,3079.0,92232.7,0,15,216,10,14,779.7,7220.4
200205,51.463211,-0.21555,3334.9,2419.6,0,24,267,63,30,253.7,7814.2
200206,51.502698,-0.116747,11444.7,58980.5,3,74,275,122,90,195.0,926.6
200207,51.47787,-0.126874,1007.9,26625.9,0,18,162,32,16,323.5,3284.2
200208,51.465123,-0.157788,351.1,26882.6,0,21,337,40,21,887.8,5139.1
200209,51.501594,-0.222293,3816.2,48978.4,0,55,609,70,29,297.3,6572.0
200210,51.477684,-0.170329,6569.7,61583.8,1,15,256,18,14,921.2,4425.8
200211,51.472993,-0.133972,1756.6,90389.9,0,11,179,25,16,458.3,3849.7
200212,51.511934,-0.103078,9269.2,48405.1,6,158,454,105,44,61.6,1783.6
200213,51.528681,-0.06555,5978.7,196101.3,0,36,481,41,13,671.4,4914.5
200214,51.504038,-0.2174,4569.9,80126.8,0,55,563,58,35,73.4,6212.6
200215,51.486062,-0.214428,1819.9,64862.7,0,28,235,14,16,476.8,6449.2
200216,51.4954,-0.061698,9400.6,200726.2,0,11,149,18,26,315.1,4766.1
200217,51.46161,-0.216145,1723.6,1351.1,0,24,253,67,28,93.4,7959.1
200218,51.504199,-0.210941,2980.0,134533.6,0,41,519,16,22,505.5,5765.3
200219,51.46067,-0.198735,3361.5,62738.7,0,14,224,15,16,729.4,7150.3
200220,51.49968,-0.221791,1270.5,64268.5,0,60,582,54,17,404.1,6562.0
200221,51.482944,-0.219346,2031.4,64732.1,0,6,66,14,16,892.3,6896.3
200222,51.482567,-0.172078,6164.5,61924.4,3,19,377,35,26,1121.5,4125.6
200223,51.482678,-0.117661,6466.7,75844.5,1,30,167,28,28,377.7,2837.2
200224,51.491093,-0.216493,2165.2,41525.3,0,46,240,17,26,167.0,6401.6
200226,51.513875,-0.117774,5324.9,57534.3,8,154,1064,234,39,394.0,999.9
200227,51.506093,-0.224223,5178.3,64628.2,2,52,585,110,46,145.2,6675.0
200229,51.473471,-0.20782,2014.6,45352.1,0,11,185,41,22,471.2,6702.8
200230,51.525501,-0.032267,10563.6,267873.4,1,35,225,27,40,83.1,6910.1
200231,51.49764,-0.125972,6402.5,83330.3,1,96,198,37,44,419.7,1092.6
200232,51.499286,-0.009152,1693.4,40536.3,1,32,191,35,17,500.1,8261.7
200233,51.50196,-0.016251,1187.3,40061.8,1,50,206,122,32,214.1,7744.3
200234,51.526041,-0.047218,2774.1,185808.3,1,27,234,21,24,483.9,5948.7
200235,51.485743,-0.223616,2972.1,33966.7,0,17,158,24,8,714.4,7056.5
200236,51.53256,-0.16862,2743.9,161964.1,2,22,138,32,21,496.9,3975.4
200237,51.472817,-0.199783,2012.6,135641.2,1,18,295,26,16,280.5,6294.9
